intersection_id,tollgate_id,starting_time,travel_time
A,3,7/19/16 8:50,120.19
A,2,7/19/16 8:50,88.48
A,3,7/19/16 8:50,174.79
A,2,7/19/16 8:50,41.73
A,2,7/19/16 8:52,31.64
A,2,7/19/16 8:52,87.28
A,3,7/19/16 8:52,116.5
B,3,7/19/16 8:53,18.57
B,3,7/19/16 8:55,164.46
A,3,7/19/16 8:55,99.23
A,2,7/19/16 8:55,69.59
B,3,7/19/16 8:55,375.43
A,3,7/19/16 8:57,114.42
A,3,7/19/16 8:58,91.46
B,1,7/19/16 8:58,82.95
B,3,7/19/16 8:58,16.64
B,3,7/19/16 8:58,452.4
A,3,7/19/16 8:58,224.56
A,2,7/19/16 8:59,57.57
A,2,7/19/16 8:59,38.89
A,2,7/19/16 9:00,50.29
A,2,7/19/16 9:01,76.29
B,1,7/19/16 9:01,164.9
A,2,7/19/16 9:02,98
A,2,7/19/16 9:02,62.94
A,2,7/19/16 9:03,18.67
C,1,7/19/16 9:03,208.59
A,3,7/19/16 9:04,187.97
A,2,7/19/16 9:05,59.41
A,2,7/19/16 9:06,50.24
A,2,7/19/16 9:06,125.1
B,3,7/19/16 9:06,214.96
B,1,7/19/16 9:06,68.96
A,2,7/19/16 9:07,99.73
B,3,7/19/16 9:07,183.73
C,1,7/19/16 9:09,203.62
A,3,7/19/16 9:09,266.89
A,3,7/19/16 9:13,176.41
B,3,7/19/16 9:13,97.18
B,1,7/19/16 9:14,297.46
A,2,7/19/16 9:14,103.56
A,2,7/19/16 9:15,51.31
C,1,7/19/16 9:15,190.39
A,2,7/19/16 9:15,55.61
A,3,7/19/16 9:17,139.45
A,2,7/19/16 9:18,47.5
A,2,7/19/16 9:18,128.58
A,2,7/19/16 9:19,116.88
A,2,7/19/16 9:19,90.38
A,2,7/19/16 9:19,92.38
A,2,7/19/16 9:20,64.45
B,3,7/19/16 9:22,94
B,3,7/19/16 9:22,120.39
A,2,7/19/16 9:22,50.78
A,3,7/19/16 9:22,163.08
A,2,7/19/16 9:24,64.21
B,1,7/19/16 9:26,104.33
A,2,7/19/16 9:28,175.07
B,3,7/19/16 9:28,275.15
A,2,7/19/16 9:29,143.45
A,3,7/19/16 9:30,202.81
A,2,7/19/16 9:32,63.5
A,3,7/19/16 9:32,140.11
B,3,7/19/16 9:33,19.99
A,3,7/19/16 9:34,175.64
A,2,7/19/16 9:35,22.27
A,3,7/19/16 9:36,141.79
A,2,7/19/16 9:37,49.81
A,2,7/19/16 9:37,55.29
A,2,7/19/16 9:37,49.19
A,2,7/19/16 9:38,43.49
A,2,7/19/16 9:38,46.95
A,3,7/19/16 9:38,135.25
C,1,7/19/16 9:39,164.52
A,2,7/19/16 9:40,166.28
A,2,7/19/16 9:42,63.92
A,3,7/19/16 9:44,168.12
A,2,7/19/16 9:44,99.37
C,3,7/19/16 9:44,139.7
A,2,7/19/16 9:44,126.2
A,2,7/19/16 9:45,59.25
A,2,7/19/16 9:46,97.08
B,3,7/19/16 9:46,148.71
A,2,7/19/16 9:47,46.99
B,3,7/19/16 9:49,147.69
A,2,7/19/16 9:52,42.07
A,2,7/19/16 9:53,56.59
A,3,7/19/16 9:53,90.43
A,2,7/19/16 9:53,49.39
B,3,7/19/16 9:54,53.71
A,2,7/19/16 9:55,42.82
A,2,7/19/16 9:57,59.03
A,2,7/19/16 9:57,37.67
B,3,7/19/16 9:58,121.2
A,2,7/19/16 9:59,28.54
B,1,7/19/16 10:01,73.45
A,3,7/19/16 10:02,97.21
C,1,7/19/16 10:03,144.02
B,3,7/19/16 10:04,135.25
B,3,7/19/16 10:06,29.69
A,2,7/19/16 10:07,40.85
A,2,7/19/16 10:07,40.73
A,2,7/19/16 10:07,68.11
C,1,7/19/16 10:07,288.12
A,2,7/19/16 10:08,115.85
A,3,7/19/16 10:08,80.95
C,3,7/19/16 10:08,139.7
C,1,7/19/16 10:08,170.61
B,3,7/19/16 10:08,128.19
B,3,7/19/16 10:09,20.29
B,1,7/19/16 10:09,173.09
A,2,7/19/16 10:10,63.12
B,3,7/19/16 10:11,218.44
A,2,7/19/16 10:11,50.65
A,2,7/19/16 10:13,56.38
A,2,7/19/16 10:13,137.27
A,2,7/19/16 10:13,122.6
A,2,7/19/16 10:13,131.25
A,2,7/19/16 10:15,64.94
B,3,7/19/16 10:16,61.67
B,1,7/19/16 10:16,151.49
A,3,7/19/16 10:16,90.58
A,2,7/19/16 10:17,41.3
A,2,7/19/16 10:17,85
A,3,7/19/16 10:18,127.41
C,1,7/19/16 10:20,164.6
A,2,7/19/16 10:20,54.1
A,3,7/19/16 10:20,131.06
A,2,7/19/16 10:20,99.33
A,3,7/19/16 10:21,143.25
A,3,7/19/16 10:21,113.59
A,2,7/19/16 10:22,19.78
A,2,7/19/16 10:24,48.6
B,3,7/19/16 10:25,99.48
C,3,7/19/16 10:26,114.25
B,3,7/19/16 10:28,113.8
C,1,7/19/16 10:29,200.82
A,2,7/19/16 10:30,82.69
A,2,7/19/16 10:30,69.74
B,1,7/19/16 10:31,120.52
A,2,7/19/16 10:31,84.47
C,1,7/19/16 10:31,227.74
C,1,7/19/16 10:31,190.48
B,3,7/19/16 10:34,158.88
C,1,7/19/16 10:34,235.74
A,2,7/19/16 10:34,42.56
A,2,7/19/16 10:35,63.76
B,3,7/19/16 10:37,127.26
B,3,7/19/16 10:37,108.86
A,2,7/19/16 10:37,37.29
B,1,7/19/16 10:38,220.67
A,2,7/19/16 10:39,51.21
B,3,7/19/16 10:39,69.71
A,3,7/19/16 10:40,122.01
A,3,7/19/16 10:40,138.11
A,2,7/19/16 10:42,158.26
C,1,7/19/16 10:42,301.28
A,3,7/19/16 10:45,105.42
B,3,7/19/16 10:46,98.15
A,2,7/19/16 10:46,23.07
A,3,7/19/16 10:49,87.55
A,2,7/19/16 10:50,44.77
A,2,7/19/16 10:50,87.33
A,2,7/19/16 10:52,46.3
A,2,7/19/16 10:52,65.71
A,2,7/19/16 10:53,76.76
A,3,7/19/16 10:53,149.55
A,2,7/19/16 10:57,47.22
A,3,7/19/16 10:57,119.83
B,1,7/19/16 10:57,79.57
A,3,7/19/16 10:58,125.25
A,2,7/19/16 10:58,129.98
A,3,7/19/16 11:00,91.53
A,3,7/19/16 11:02,124.35
A,2,7/19/16 11:05,48.74
B,1,7/19/16 11:06,54.46
C,1,7/19/16 11:07,42.95
A,2,7/19/16 11:07,56.62
A,2,7/19/16 11:08,58.31
B,3,7/19/16 11:09,124.73
B,3,7/19/16 11:09,142.84
A,3,7/19/16 11:13,86.55
A,2,7/19/16 11:14,49.46
A,3,7/19/16 11:14,87.29
A,2,7/19/16 11:16,51.3
A,2,7/19/16 11:16,38.3
A,2,7/19/16 11:17,135.55
B,3,7/19/16 11:18,20.38
A,2,7/19/16 11:19,141.2
A,3,7/19/16 11:19,134.21
B,3,7/19/16 11:20,97.05
C,1,7/19/16 11:22,195.16
A,2,7/19/16 11:23,54.04
A,3,7/19/16 11:24,90.53
B,3,7/19/16 11:28,49.93
A,2,7/19/16 11:33,52.28
B,3,7/19/16 11:34,81.97
A,3,7/19/16 11:34,72.87
A,3,7/19/16 11:35,82.85
B,3,7/19/16 11:36,108.5
A,2,7/19/16 11:38,40.02
A,2,7/19/16 11:38,37.43
A,2,7/19/16 11:41,54.29
A,2,7/19/16 11:42,55.85
B,3,7/19/16 11:44,130.73
A,3,7/19/16 11:45,86.71
A,3,7/19/16 11:47,67.07
A,2,7/19/16 11:48,20.11
A,2,7/19/16 11:49,29.15
A,2,7/19/16 11:52,59.97
A,2,7/19/16 11:52,93.18
C,1,7/19/16 11:52,182.46
A,2,7/19/16 11:54,23.28
A,3,7/19/16 11:55,106.26
B,3,7/19/16 11:58,48.02
B,3,7/19/16 11:59,110.87
A,2,7/19/16 12:01,111.85
A,2,7/19/16 12:01,46.05
A,2,7/19/16 12:03,45.57
A,2,7/19/16 12:03,89.76
A,2,7/19/16 12:05,39.56
B,3,7/19/16 12:05,144.87
A,2,7/19/16 12:07,73.25
A,2,7/19/16 12:11,30.94
A,3,7/19/16 12:12,110.18
A,2,7/19/16 12:12,34.74
A,2,7/19/16 12:13,53.2
A,2,7/19/16 12:14,103
A,2,7/19/16 12:15,33.93
B,1,7/19/16 12:16,145.29
A,3,7/19/16 12:17,107.29
A,2,7/19/16 12:21,49.48
C,1,7/19/16 12:23,145.2
A,2,7/19/16 12:23,55.49
A,2,7/19/16 12:26,39.99
B,1,7/19/16 12:26,77.44
A,2,7/19/16 12:26,52.86
A,2,7/19/16 12:28,81.56
B,1,7/19/16 12:29,65.29
B,3,7/19/16 12:29,136.36
A,3,7/19/16 12:29,69.41
A,2,7/19/16 12:29,54.88
A,2,7/19/16 12:29,41.82
A,2,7/19/16 12:31,31.37
A,2,7/19/16 12:31,57.98
A,3,7/19/16 12:33,89.49
C,1,7/19/16 12:34,245.36
A,3,7/19/16 12:34,141.32
A,2,7/19/16 12:35,47.17
A,2,7/19/16 12:35,48.82
A,2,7/19/16 12:36,32.91
A,3,7/19/16 12:38,81.5
A,3,7/19/16 12:40,123.77
A,2,7/19/16 12:40,50.78
B,3,7/19/16 12:42,151.98
A,3,7/19/16 12:42,69.74
A,3,7/19/16 12:43,176.73
A,2,7/19/16 12:44,18.69
C,3,7/19/16 12:45,225.1
A,2,7/19/16 12:45,84.35
A,2,7/19/16 12:47,41.77
A,2,7/19/16 12:47,45.31
A,2,7/19/16 12:49,42.84
B,3,7/19/16 12:49,102.12
A,2,7/19/16 12:50,45.13
C,1,7/19/16 12:50,161.59
A,2,7/19/16 12:52,71.47
B,3,7/19/16 12:53,134.41
A,3,7/19/16 12:54,64.89
A,2,7/19/16 12:55,44.87
A,3,7/19/16 12:56,87.55
A,3,7/19/16 12:56,83.89
A,3,7/19/16 12:57,68.1
A,2,7/19/16 12:57,50.5
A,2,7/19/16 12:57,65.98
B,1,7/19/16 12:58,23.19
A,2,7/19/16 12:58,45.91
A,2,7/19/16 12:58,70.66
B,3,7/19/16 13:01,107.73
A,3,7/19/16 13:01,107.54
A,3,7/19/16 13:01,121.47
A,2,7/19/16 13:02,19.95
B,3,7/19/16 13:04,146.9
A,2,7/19/16 13:06,85.37
A,2,7/19/16 13:07,41.37
A,2,7/19/16 13:08,42.58
A,2,7/19/16 13:08,148.09
B,3,7/19/16 13:09,60.21
B,3,7/19/16 13:10,165.21
A,2,7/19/16 13:11,40.72
A,3,7/19/16 13:11,118.11
A,2,7/19/16 13:12,114.14
B,3,7/19/16 13:12,159.14
A,2,7/19/16 13:14,52.58
B,3,7/19/16 13:16,59.63
A,2,7/19/16 13:16,46.43
A,2,7/19/16 13:17,34.28
A,3,7/19/16 13:17,74.04
A,2,7/19/16 13:18,35.35
C,1,7/19/16 13:18,121.32
A,2,7/19/16 13:18,39.48
A,2,7/19/16 13:19,51.44
A,3,7/19/16 13:19,75.29
A,3,7/19/16 13:20,87
B,3,7/19/16 13:22,139.94
C,1,7/19/16 13:23,165.19
A,2,7/19/16 13:23,57.86
A,2,7/19/16 13:24,39.96
B,1,7/19/16 13:24,89.19
A,2,7/19/16 13:25,78.03
C,1,7/19/16 13:25,179.13
B,3,7/19/16 13:26,106.78
A,2,7/19/16 13:27,43.81
A,3,7/19/16 13:27,110.08
A,2,7/19/16 13:29,36.25
A,2,7/19/16 13:29,40.29
A,2,7/19/16 13:29,114.72
A,2,7/19/16 13:30,48.41
C,3,7/19/16 13:33,180.09
A,3,7/19/16 13:35,80.32
A,3,7/19/16 13:35,72.38
B,3,7/19/16 13:35,93.66
B,1,7/19/16 13:35,192.11
B,3,7/19/16 13:35,86.3
A,2,7/19/16 13:37,54.49
B,3,7/19/16 13:38,151.98
B,3,7/19/16 13:38,137.55
A,3,7/19/16 13:39,69.44
A,3,7/19/16 13:39,101.29
A,3,7/19/16 13:39,132.12
A,3,7/19/16 13:42,86.08
A,2,7/19/16 13:44,43.69
C,1,7/19/16 13:45,117.03
A,2,7/19/16 13:46,69.7
A,3,7/19/16 13:46,159.75
A,2,7/19/16 13:46,51.6
A,3,7/19/16 13:47,96.37
B,1,7/19/16 13:47,82.29
A,2,7/19/16 13:47,21.71
A,3,7/19/16 13:48,106.16
A,3,7/19/16 13:48,98.24
A,3,7/19/16 13:49,76.11
A,2,7/19/16 13:49,105.42
A,2,7/19/16 13:50,57.56
B,1,7/19/16 13:51,88.64
A,2,7/19/16 13:51,73.52
A,3,7/19/16 13:51,97.71
A,2,7/19/16 13:53,89.59
A,2,7/19/16 13:55,37.04
B,3,7/19/16 13:55,176.65
A,2,7/19/16 13:57,64.61
A,2,7/19/16 13:57,57.95
B,1,7/19/16 13:58,127.91
A,2,7/19/16 14:00,49.44
A,2,7/19/16 14:00,50.75
A,2,7/19/16 14:00,63.65
A,3,7/19/16 14:01,77.98
A,2,7/19/16 14:04,84.44
A,3,7/19/16 14:05,141.28
A,2,7/19/16 14:07,65.03
A,3,7/19/16 14:07,79.27
B,1,7/19/16 14:09,88.19
B,3,7/19/16 14:11,165.89
B,1,7/19/16 14:11,305.7
A,2,7/19/16 14:11,49.25
A,3,7/19/16 14:11,72.78
A,2,7/19/16 14:12,72.1
A,2,7/19/16 14:13,55.88
A,3,7/19/16 14:14,113.28
C,3,7/19/16 14:14,181.65
A,2,7/19/16 14:14,109.69
A,2,7/19/16 14:16,58.89
B,3,7/19/16 14:17,153.04
B,1,7/19/16 14:17,146.04
C,3,7/19/16 14:19,168.02
A,2,7/19/16 14:19,57.14
A,3,7/19/16 14:21,123.64
A,2,7/19/16 14:22,98.94
A,2,7/19/16 14:22,74.51
A,2,7/19/16 14:22,108.04
B,1,7/19/16 14:23,107.98
A,3,7/19/16 14:23,87.82
C,3,7/19/16 14:24,136.62
C,1,7/19/16 14:24,156.08
A,2,7/19/16 14:25,63.68
A,3,7/19/16 14:25,75.66
A,2,7/19/16 14:25,64.23
B,3,7/19/16 14:26,159.37
A,3,7/19/16 14:26,140.06
B,3,7/19/16 14:26,156.26
A,2,7/19/16 14:26,75
B,1,7/19/16 14:28,213.59
A,2,7/19/16 14:29,60.29
A,2,7/19/16 14:29,41.96
A,2,7/19/16 14:30,124.72
B,3,7/19/16 14:32,56.05
A,2,7/19/16 14:32,44.97
A,2,7/19/16 14:32,57.01
B,3,7/19/16 14:33,124.16
A,3,7/19/16 14:33,131.8
B,3,7/19/16 14:34,166.96
A,3,7/19/16 14:35,80.47
C,3,7/19/16 14:37,260.69
C,3,7/19/16 14:37,261.1
C,3,7/19/16 14:37,168.43
C,3,7/19/16 14:37,148.44
C,3,7/19/16 14:37,174.15
A,3,7/19/16 14:38,87.6
B,3,7/19/16 14:38,114.07
A,2,7/19/16 14:39,83.13
A,3,7/19/16 14:39,84.24
A,3,7/19/16 14:40,83.34
B,1,7/19/16 14:40,82.62
B,3,7/19/16 14:40,133.98
A,2,7/19/16 14:42,67.09
C,3,7/19/16 14:42,222.44
B,3,7/19/16 14:42,102.35
A,2,7/19/16 14:43,48.16
B,3,7/19/16 14:43,76.01
B,3,7/19/16 14:43,54.2
A,2,7/19/16 14:43,61.53
A,2,7/19/16 14:43,29.48
A,2,7/19/16 14:44,63.33
A,2,7/19/16 14:44,102.27
A,2,7/19/16 14:44,64.73
A,2,7/19/16 14:46,53.87
B,3,7/19/16 14:48,134.45
B,3,7/19/16 14:48,128.91
A,2,7/19/16 14:49,84.45
A,2,7/19/16 14:49,45.47
B,3,7/19/16 14:51,81.53
A,2,7/19/16 14:52,52.48
B,3,7/19/16 14:54,158
A,2,7/19/16 14:54,73.47
A,2,7/19/16 14:54,131.84
B,1,7/19/16 14:54,51.98
A,2,7/19/16 14:56,39.89
A,2,7/19/16 14:56,78.22
A,3,7/19/16 14:57,125.19
A,2,7/19/16 14:57,24.93
B,3,7/19/16 14:58,180.09
B,3,7/19/16 14:59,152.89
A,3,7/19/16 14:59,93.7
A,2,7/19/16 15:00,23.02
A,2,7/19/16 15:01,44.61
A,2,7/19/16 15:01,51.84
B,3,7/19/16 15:02,163.51
B,3,7/19/16 15:02,98.33
A,3,7/19/16 15:02,152.78
C,3,7/19/16 15:02,156.1
C,1,7/19/16 15:03,140.71
C,1,7/19/16 15:03,148.35
B,3,7/19/16 15:04,72.2
B,3,7/19/16 15:04,190.39
A,2,7/19/16 15:05,82.03
B,3,7/19/16 15:07,67.98
A,2,7/19/16 15:07,78.67
A,2,7/19/16 15:07,39.87
B,3,7/19/16 15:07,147.5
A,3,7/19/16 15:08,49.66
A,2,7/19/16 15:08,52.21
A,2,7/19/16 15:10,68.37
A,2,7/19/16 15:12,41.33
B,3,7/19/16 15:13,67.13
A,2,7/19/16 15:14,201.4
A,2,7/19/16 15:15,178.22
A,2,7/19/16 15:17,91.48
A,3,7/19/16 15:19,117.84
B,3,7/19/16 15:21,123.63
A,2,7/19/16 15:21,50.92
A,3,7/19/16 15:21,121.17
C,3,7/19/16 15:23,230.48
A,2,7/19/16 15:24,51.25
A,2,7/19/16 15:24,19.52
A,3,7/19/16 15:25,111.73
C,3,7/19/16 15:25,218.72
A,2,7/19/16 15:26,145.14
B,3,7/19/16 15:26,150.62
B,1,7/19/16 15:27,127.24
A,2,7/19/16 15:27,53.33
B,3,7/19/16 15:27,142.28
C,3,7/19/16 15:27,107.32
C,1,7/19/16 15:28,239.83
B,1,7/19/16 15:29,200.38
A,2,7/19/16 15:31,81.78
A,3,7/19/16 15:31,91.91
A,2,7/19/16 15:32,86.57
B,3,7/19/16 15:32,101.36
A,2,7/19/16 15:33,70.82
A,2,7/19/16 15:33,57.4
A,2,7/19/16 15:34,106.41
A,3,7/19/16 15:34,85.24
C,1,7/19/16 15:34,274.57
A,2,7/19/16 15:40,80.88
A,3,7/19/16 15:40,166.99
B,3,7/19/16 15:41,103.01
A,2,7/19/16 15:42,46.28
A,2,7/19/16 15:42,37.96
A,2,7/19/16 15:43,87.46
A,3,7/19/16 15:43,91.95
B,1,7/19/16 15:44,125.09
A,2,7/19/16 15:45,75.73
B,3,7/19/16 15:46,170.86
A,2,7/19/16 15:47,20.26
A,2,7/19/16 15:47,68.39
A,3,7/19/16 15:48,94.03
B,3,7/19/16 15:48,130.22
B,3,7/19/16 15:51,120.46
B,3,7/19/16 15:52,91.24
A,2,7/19/16 15:52,68.36
B,1,7/19/16 15:54,54.93
A,3,7/19/16 15:55,100.45
A,3,7/19/16 15:57,108.19
A,2,7/19/16 15:57,50.18
B,3,7/19/16 15:58,108.75
A,2,7/19/16 15:59,51.91
B,3,7/19/16 16:00,81.08
B,3,7/19/16 16:00,91.41
B,3,7/19/16 16:01,166.39
A,3,7/19/16 16:01,66.92
A,2,7/19/16 16:03,53.57
C,1,7/19/16 16:04,117.07
C,1,7/19/16 16:04,151.76
A,3,7/19/16 16:04,136.21
C,1,7/19/16 16:04,183.86
A,2,7/19/16 16:04,81.1
C,3,7/19/16 16:04,196.52
A,2,7/19/16 16:05,64.44
A,3,7/19/16 16:05,180.46
A,3,7/19/16 16:06,126.61
B,3,7/19/16 16:06,127.52
B,3,7/19/16 16:06,122.07
A,3,7/19/16 16:07,146.79
A,3,7/19/16 16:08,130.08
C,1,7/19/16 16:08,126.1
A,3,7/19/16 16:10,117.69
B,3,7/19/16 16:13,119.3
A,3,7/19/16 16:13,128.42
B,3,7/19/16 16:15,124.1
A,2,7/19/16 16:17,39.44
B,3,7/19/16 16:18,96.68
C,3,7/19/16 16:18,169.62
A,3,7/19/16 16:18,106.32
A,2,7/19/16 16:20,15.83
A,3,7/19/16 16:20,102.75
B,3,7/19/16 16:20,166.08
C,1,7/19/16 16:22,118.63
B,1,7/19/16 16:23,105.64
C,1,7/19/16 16:23,131.47
A,2,7/19/16 16:23,55.42
A,2,7/19/16 16:23,71.99
C,3,7/19/16 16:24,201.98
